"nom_commercial","raison_sociale","email","telephone","website","adresse","ville","region","pays","code_postal","secteur_activite","taille_entreprise","type_entreprise","nombre_employes","chiffre_affaires","description","siren","siret","code_naf","qualification_score","score_pct","qualification","enrich_score","email_mx_verified","criteria_met","criteria_total","source","source_origin","email_valid","website_active","linkedin_url","created_at","is_converted","is_deleted","job_id","nlp_confidence","secteur_activite_id","secteur_activite_scraped","sector_confidence","updated_at"
"A.T.S CONSTRUCTION","A.T.S CONSTRUCTION","fr@gowork.com","07 71 95 22 08","https://gowork.fr/a-t-s-construction-orly","3 ALLEE ALEXANDRE DUMAS 94310 ORLY","Orly","Île-de-France","France","94310","BTP","","","","","Consultez les avis sur A T S CONSTRUCTION Orly. Informations sur les revenus, la gestion, l'atmosphère !","797508488","79750848800021","43.12A","70","70.0","QUALIFIE","4","False","7","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","True","True","https://www.linkedin.com/company/gowork-fr/","2026-04-21T17:25:02.693819","","False","","0.487","2","Non spécifié","0.5","2026-04-21T17:25:02.693819"
"VIA CONSTRUCTION","VIA CONSTRUCTION","","","","72 RUE DE METZ 77260 SAMMERON","Sammeron","Île-de-France","France","77260","Intelligence artificielle","","","","","","822795423","82279542300026","43.12A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:02.693819","","False","","0.45","2","Non spécifié","0.5","2026-04-21T17:25:02.693819"
"P J M CONSTRUCTION","P J M CONSTRUCTION","","","","73 RUE DU CHATEAU 92100 BOULOGNE-BILLANCOURT","Boulogne-Billancourt","Île-de-France","France","92100","BTP","","","","","","831768734","83176873400020","43.12A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:02.693819","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:02.693819"
"DG CONSTRUCTION","DG CONSTRUCTION","","","","8 RUE D'ESCHBORN 91230 MONTGERON","Montgeron","Île-de-France","France","91230","BTP","","","","","","831178363","83117836300022","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.462","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"ZDL CONSTRUCTION (ZDL CONSTRUCTION)","ZDL CONSTRUCTION","","","","13 RUE PETIT 91260 JUVISY-SUR-ORGE","Juvisy-sur-Orge","Île-de-France","France","91260","BTP","","","","","","889079802","88907980200019","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"MAGALS CONSTRUCTION","MAGALS CONSTRUCTION","","","https://www.monartisan.info/pro-magals-construction-91391525200021","4 ROUTE DE TREMBLAY 93420 VILLEPINTE","Villepinte","Île-de-France","France","93420","BTP","","","","","Contactez MAGALS CONSTRUCTION à VILLEPINTE (93420) : téléphone, adresse, zone d’intervention et informations légales","913915252","91391525200021","43.29A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:14.932827","","False","","0.387","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"EMG CONSTRUCTION","EMG CONSTRUCTION","","","","8 RUE JOSEPH DARRIET 93150 LE BLANC-MESNIL","Le Blanc-Mesnil","Île-de-France","France","93150","BTP","","","","","","804080059","80408005900020","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.45","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"PALMIER CONSTRUCTION","PALMIER CONSTRUCTION","","","https://entreprises.lefigaro.fr/palmier-construction-93/entreprise-821000684","6-8 6 RUE BERTHIER 93500 PANTIN","Pantin","Île-de-France","France","93500","BTP","","","","","Société Palmier Construction (Pantin, 93500) : numéro siret, siren, information, adresse, contact, numero tva intracommunautaire...","821000684","82100068400018","43.29A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:14.932827","","False","","0.371","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"PIC CONSTRUCTION","PIC CONSTRUCTION","","","","ABC LIV 103 BOULEVARD MACDONALD 75019 PARIS","Paris","Île-de-France","France","75019","BTP","","","","","","498109065","49810906500033","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.49","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"S.N.L CONSTRUCTIONS","S.N.L CONSTRUCTIONS","","","","51 AV DU MAL DE LATTRE DE TASSIGNY 93140 BONDY","Bondy","Île-de-France","France","93140","BTP","","","","","","880443445","88044344500031","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.461","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"ADM CONSTRUCTION","ADM CONSTRUCTION","contact@admconstruction.eu","+33753624419","https://admconstruction.eu","65 RUE SAINT - GERMAIN 93230 ROMAINVILLE","Romainville","Île-de-France","France","93230","BTP","","","","","","824534051","82453405100019","43.29A","70","70.0","QUALIFIE","3","False","7","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","True","True","","2026-04-21T17:25:14.932827","","False","","0.383","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"CONSTRUCTION ET AMENAGEMENT","CONSTRUCTION ET AMENAGEMENT","","","","2 B RUE DES GRANGES 77000 MELUN","Melun","Île-de-France","France","77000","BTP","","","","","","834841769","83484176900013","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.517","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"COLTS-CONSTRUCTIONS","COLTS-CONSTRUCTIONS","","0720-117471","https://entreprises.lefigaro.fr/colts-constructions-93/entreprise-884929803","42 ALLEE DES SABLONS 93410 VAUJOURS","Vaujours","Île-de-France","France","93410","BTP","","","","","Société Colts-Constructions (Vaujours, 93410) : numéro siret, siren, information, adresse, contact, numero tva intracommunautaire...","884929803","88492980300010","43.29A","60","60.0","QUALIFIE","2","False","6","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:14.932827","","False","","0.495","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"NS CONSTRUCTION","NS CONSTRUCTION","","","","9 RUE SAINT LOUIS 78100 SAINT-GERMAIN-EN-LAYE","Saint-Germain-en-Laye","Île-de-France","France","78100","BTP","","","","","","881205710","88120571000034","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.418","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"SAYFE CONSTRUCTIONS","SAYFE CONSTRUCTIONS","","","","10 RUE RAYMOND LEFEVRE 93190 LIVRY-GARGAN","Livry-Gargan","Île-de-France","France","93190","BTP","","","","","","982445728","98244572800016","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.511","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"VMD CONSTRUCTIONS (VDM CONSTRUCTIONS)","VMD CONSTRUCTIONS","","","https://fr.mappy.com/poi/50b1198284aefb1e95a447d0","111 RUE MAXIMILIEN DE ROBESPIERRE 93600 AULNAY-SOUS-BOIS","Aulnay-sous-Bois","Île-de-France","France","93600","BTP","","","","","Découvrez VMD Constructions (111 r Maximillien Robespierre, 93600 Aulnay sous Bois) avec toutes les photos du quartier, le plan d'accès, les avis et les infos pratiques : horaires, ...","532919362","53291936200014","43.29A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:14.932827","","False","","0.375","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"YA CONSTRUCTION","YA CONSTRUCTION","contact@donizo.com","","https://donizo.com/fr/artisan/ya-construction","12 RUE DELIZY 93500 PANTIN","Pantin","Île-de-France","France","93500","BTP","","","","","YA CONSTRUCTION, Isolateur à PANTIN (93500). SIRET 97962094500019. Entreprise créée en 2023. Consultez les avis, coordonnées et informations légales sur Donizo.","979620945","97962094500019","43.29A","60","60.0","QUALIFIE","3","False","6","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","True","True","https://www.linkedin.com/company/donizo","2026-04-21T17:25:14.932827","","False","","0.431","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"IMMO FRANCE CONSTRUCTION","IMMO FRANCE CONSTRUCTION","info@procedurecollective.fr","","https://www.procedurecollective.fr/fr/liquidation-judiciaire/1451844/immo-france-construction.aspx","82 BOULEVARD HENRI BARBUSSE 91210 DRAVEIL","Draveil","Île-de-France","France","91210","BTP","","","","","Immo France Construction située à Draveil (Essonne) a été déclarée en liquidation judiciaire par par le tribunal de  Tribunal De Commerce D'évry. En tant que liquidateur judiciaire est désigné Me SOUCHON Alain-François. Le numéro de RCS de cette affaire est le 821795226. Cet état des créances est déposé au greffe. Aucun rapport n'est (encore) disponible.","821795226","82179522600017","43.29A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:14.932827","","False","","0.433","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"SOCIETE D'ISOLATION ET DE CONSTRUCTION (SIC)","SOCIETE D'ISOLATION ET DE CONSTRUCTION","","","","9 B ALL DES CINQ NOYERS 77410 ANNET-SUR-MARNE","Annet-sur-Marne","Île-de-France","France","77410","BTP","","","","","","415257955","41525795500021","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.511","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"ETABLISSEMENT FRANCAIS DE CONSTRUCTION (E.F.C)","ETABLISSEMENT FRANCAIS DE CONSTRUCTION","trustandsafety@support.aws.com","","https://datalegal.fr/entreprises/514234442","143 AVENUE DE LA DIVISION LECLERC 93350 LE BOURGET","Le Bourget","Île-de-France","France","93350","BTP","","","","","➥ Accédez gratuitement aux informations légales et économiques de la société ETABLISSEMENT FRANCAIS DE CONSTRUCTION (E.F.C) (93350) ✓ SIREN – KBIS","514234442","51423444200010","43.29A","60","60.0","QUALIFIE","2","False","6","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","True","True","","2026-04-21T17:25:14.932827","","False","","0.435","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"PRO EST CONSTRUCTION","PRO EST CONSTRUCTION","","","","59 BOULEVARD PASTEUR 93320 LES PAVILLONS-SOUS-BOIS","Les Pavillons-sous-Bois","Île-de-France","France","93320","BTP","","","","","","510975345","51097534500016","43.29A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:14.932827","","False","","0.445","2","Non spécifié","0.5","2026-04-21T17:25:14.932827"
"HEMISPHERE HOLDING","HEMISPHERE HOLDING","","","https://www.hemisphere-cap.com","33 AVENUE PIERRE MENDES FRANCE 75013 PARIS","Paris","Île-de-France","France","75013","Non spécifié","","","","","Société d’investissement et de gestion spécialiste de l’immobilier commercial alliant rigueur et analyse à une expertise locale et une gestion active","823372719","82337271900026","41.10A","30","30.0","NON_QUALIFIE","1","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:17.214719","","False","","0.0","2","Non spécifié","0.5","2026-04-21T17:25:17.214719"
"BT PRESTIGE (BTP)","BT PRESTIGE","","","https://entreprises.lefigaro.fr/bt-prestige-btp-93/entreprise-434164307","CHEZ FRANCE SECRETARIAT 40 AVENUE DES FRICHES 93600 AULNAY-SOUS-BOIS","Aulnay-sous-Bois","Île-de-France","France","93600","BTP","","","","","Société BT Prestige - BTP (Aulnay-sous-Bois, 93600) : numéro siret, siren, information, adresse, contact, numero tva intracommunautaire...","434164307","43416430700010","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.955483","","False","","0.416","2","Non spécifié","0.5","2026-04-21T17:25:24.955483"
"PRESTAN'S BTP +","PRESTAN'S BTP +","contact@prestans-btp.fr","+33 04 23 13 63 78","https://prestans-btp.fr","34 RUE EDOUARD VAILLANT 91200 ATHIS-MONS","Athis-Mons","Île-de-France","France","91200","BTP","","","","","","900736083","90073608300016","41.20A","70","70.0","QUALIFIE","3","False","7","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","True","True","","2026-04-21T17:25:24.955483","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.955483"
"AK BTP","AK BTP","","","","2 RUE DE GRIBEAUVAL 75007 PARIS","Paris","Île-de-France","France","75007","BTP","","","","","","921652046","92165204600019","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.955483","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.955483"
"BTP MACON","BTP MACON","","","","184 RUE DE PARIS 93130 NOISY-LE-SEC","Noisy-le-Sec","Île-de-France","France","93130","BTP","","","","","","828726349","82872634900032","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.955483","","False","","0.391","2","Non spécifié","0.5","2026-04-21T17:25:24.955483"
"M T BTP","M T BTP","","","https://www.monartisan.info/pro-m-t-btp-53862175600047","22 B RUE SAINT-DENIS 92700 COLOMBES","Colombes","Île-de-France","France","92700","BTP","","","","","Contactez M T BTP à COLOMBES (92700) : téléphone, adresse, zone d’intervention et informations légales","538621756","53862175600047","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.955483","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"B.T.P","B.T.P","support-digital@probtp.com","05 56 11 56 11","https://www.probtp.com/particuliers-accueil.html","33 RUE ETIENNE CHEVALIER 95100 ARGENTEUIL","Argenteuil","Île-de-France","France","95100","Non spécifié","","","","","Nos offres d'assurances : complémentaire santé, assurance chien chat, épargne et prévoyance individuelle. Devis gratuit et rapide, des formules simples et adaptées à vos besoins.","504714098","50471409800010","41.20A","50","50.0","QUALIFIE","4","False","6","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","True","True","https://www.linkedin.com/company/pro-btp-groupe","2026-04-21T17:25:24.956048","","False","","0.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"BTP IDF","BTP IDF","","","https://www.cibtp-idf.fr","6 CITE JOLY 75011 PARIS","Paris","Île-de-France","France","75011","BTP","","","","","Au service des entreprises du BTP et de leurs salariés, la caisse CIBTP de l'Île-de-France gère les congés payés et opère le régime de chômage intempéries dans l'intérêt général de la profession.","517844775","51784477500018","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"CORAIL BTP","CORAIL BTP","","","","122 AVENUE DU MARECHAL LECLERC 93330 NEUILLY-SUR-MARNE","Neuilly-sur-Marne","Île-de-France","France","93330","BTP","","","","","","518345145","51834514500016","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"ALBI BTP","ALBI BTP","","","https://www.monartisan.info/pro-albi-btp-51014951100014","85 AVENUE DE LA DIVISION LECLERC 95200 SARCELLES","Sarcelles","Île-de-France","France","95200","BTP","","","","","Contactez ALBI BTP à SARCELLES (95200) : téléphone, adresse, zone d’intervention et informations légales","510149511","51014951100014","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"BTP IDEAL'SERVICES","BTP IDEAL'SERVICES","","","https://www.prosmaison.fr/entreprise-49447463800025","18 RUE GABRIEL PERI 94320 THIAIS","Thiais","Île-de-France","France","94320","BTP","","","","","Contactez BTP IDEAL'SERVICES à THIAIS (94320) : téléphone, adresse, zone d’intervention et informations légales","494474638","49447463800025","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.956048","","False","","0.365","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"THETA BTP","THETA BTP","","","","18 RUE DES BONS RAISINS 92150 SURESNES","Suresnes","Île-de-France","France","92150","BTP","","","","","","494633670","49463367000018","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"GT BTP","GT BTP","","","https://www.prosmaison.fr/entreprise-75232292500039","117-119 117 AVENUE DU GENERAL LECLERC 77400 LAGNY-SUR-MARNE","Lagny-sur-Marne","Île-de-France","France","77400","BTP","","","","","Contactez GT BTP à LAGNY-SUR-MARNE (77400) : téléphone, adresse, zone d’intervention et informations légales","752322925","75232292500039","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"ABRI BTP","ABRI BTP","","","","5 BOULEVARD HENRI POINCARE 95200 SARCELLES","Sarcelles","Île-de-France","France","95200","BTP","","","","","","789158052","78915805200025","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"GENC BTP","GENC BTP","","","https://www.monartisan.info/pro-genc-btp-78928003900056","1 COUR DU HAVRE 75008 PARIS","Paris","Île-de-France","France","75008","BTP","","","","","L’entreprise que vous recherchez est introuvable.","789280039","78928003900064","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"FAVORI BTP","FAVORI BTP","","","","11 AVENUE CHARLES DE GAULLE 94470 BOISSY-SAINT-LEGER","Boissy-Saint-Leger","Île-de-France","France","94470","BTP","","","","","","814527354","81452735400025","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"BTP 78","BTP 78","","","","26-28 26 AVENUE DE LA REPUBLIQUE 93170 BAGNOLET","Bagnolet","Île-de-France","France","93170","BTP","","","","","","539126136","53912613600032","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"PROTECH BTP","PROTECH BTP","","","","1 ALLEE DE BLANZAY 91400 GOMETZ-LA-VILLE","Gometz-la-Ville","Île-de-France","France","91400","BTP","","","","","","849167838","84916783800010","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"EVOLUTION BTP","EVOLUTION BTP","","","","8 RUE BERTHIER 93500 PANTIN","Pantin","Île-de-France","France","93500","BTP","","","","","","849644562","84964456200019","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"MOIS BTP","MOIS BTP","","","","20 RUE DU POTIER 93150 LE BLANC-MESNIL","Le Blanc-Mesnil","Île-de-France","France","93150","BTP","","","","","","850298951","85029895100029","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"MC BTP (MC BTP) (MC BTP)","MC BTP","","","","11 ALLEE DES EIDERS 75019 PARIS","Paris","Île-de-France","France","75019","BTP","","","","","","850408071","85040807100015","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"BTP 52","BTP 52","","","https://www.cibtp-idf.fr","221 RUE LA FAYETTE 75010 PARIS","Paris","Île-de-France","France","75010","BTP","","","","","Au service des entreprises du BTP et de leurs salariés, la caisse CIBTP de l'Île-de-France gère les congés payés et opère le régime de chômage intempéries dans l'intérêt général de la profession.","502063118","50206311800025","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.956048","","False","","0.383","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"ARC BTP","ARC BTP","","","","42 RUE DAISY 93700 DRANCY","Drancy","Île-de-France","France","93700","BTP","","","","","","533943452","53394345200045","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"SKF BTP","SKF BTP","","","https://www.skf.com/fr","233 RUE DU FAUBOURG SAINT-MARTIN 75010 PARIS","Paris","Île-de-France","France","75010","BTP","","","","","","890525637","89052563700017","41.20A","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"JM BTP","JM BTP","","","","9 RUE JEAN JACQUES ROUSSEAU 92700 COLOMBES","Colombes","Île-de-France","France","92700","BTP","","","","","","891271306","89127130600013","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"ECO BTP","ECO BTP","","","","8 AVENUE DE PARIS 91150 ETAMPES","Etampes","Île-de-France","France","91150","BTP","","","","","","880788146","88078814600012","41.20A","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:24.956048","","False","","0.45","2","Non spécifié","0.5","2026-04-21T17:25:24.956048"
"BTP GROUPES","BTP GROUPES","","","https://groupe.probtp.com","126 BOULEVARD HAUSSMANN 75008 PARIS","Paris","Île-de-France","France","75008","BTP","","","","","PRO BTP est une association a but non lucratif à gestion paritaire. Découvrez toutes les actualités du Groupe PRO BTP et retrouvez toutes les informations nécessaires sur nos offres et action sociale pour les salariés du BTP.","888828498","88882849800012","41.20B","50","50.0","QUALIFIE","2","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","https://www.linkedin.com/company/pro-btp-groupe","2026-04-21T17:25:32.264664","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:32.264664"
"RCM BTP","RCM BTP","","","","5 AVENUE DU GENERAL DE GAULLE 94160 SAINT-MANDE","Saint-Mande","Île-de-France","France","94160","BTP","","","","","","878171578","87817157800015","41.20B","40","40.0","NON_QUALIFIE","0","False","4","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T17:25:32.264664","","False","","0.362","2","Non spécifié","0.5","2026-04-21T17:25:32.264664"
"DELUCA BTP","DELUCA BTP","","","https://www.cylex-locale.fr/entreprises/deluca-btp-12709605.html","74 RUE ADOLPHE PAJEAUD 92160 ANTONY","Antony","Île-de-France","France","92160","BTP","","","","","","519486492","51948649200027","41.20B","50","50.0","QUALIFIE","1","False","5","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","True","","2026-04-21T17:25:32.264664","","False","","1.0","2","Non spécifié","0.5","2026-04-21T17:25:32.264664"
